products.id,products.title,products.description,products.category,products.price,products.discountPercentage,products.rating,products.stock,products.tags,products.brand,products.sku,products.weight,products.dimensions.width,products.dimensions.height,products.dimensions.depth,products.warrantyInformation,products.shippingInformation,products.availabilityStatus,products.reviews,products.returnPolicy,products.minimumOrderQuantity,products.meta.createdAt,products.meta.updatedAt,products.meta.barcode,products.meta.qrCode,products.images,products.thumbnail
157,Party Glasses,"The Party Glasses are designed to add flair to your party outfit. With unique shapes or colorful frames, they're perfect for adding a playful touch to your look during celebrations.",sunglasses,19.99,11.22,2.79,86,[List],Fashion Fun,B091Z8TV5Q,9,19.59,22.06,27.53,3 months warranty,Ships overnight,In Stock,[List],7 days return policy,39,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,8.80628E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sunglasses/party-glasses/thumbnail.webp
158,Sunglasses,The Sunglasses offer a classic and simple design with a focus on functionality. These sunglasses provide essential UV protection while maintaining a timeless look.,sunglasses,22.99,1.51,3.02,27,[List],Fashion Shades,B099NS9KRN,1,16.15,24.59,10.31,3 year warranty,Ships in 3-5 business days,In Stock,[List],60 days return policy,8,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,8.85093E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sunglasses/sunglasses/thumbnail.webp
159,iPad Mini 2021 Starlight,"The iPad Mini 2021 in Starlight is a compact and powerful tablet from Apple. Featuring a stunning Retina display, powerful A-series chip, and a sleek design, it offers a premium tablet experience.",tablets,499.99,3.64,3.18,47,[List],Apple,B09G2T795K,5,17.03,5.34,29.62,2 year warranty,Ships in 1-2 business days,In Stock,[List],No return policy,3,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,6.268E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/tablets/ipad-mini-2021-starlight/thumbnail.webp
160,Samsung Galaxy Tab S8 Plus Grey,"The Samsung Galaxy Tab S8 Plus in Grey is a high-performance Android tablet by Samsung. With a large AMOLED display, powerful processor, and S Pen support, it's ideal for productivity and entertainment.",tablets,599.99,13.31,4.68,62,[List],Samsung,B09QJLG4DF,1,6.11,25.85,26.85,3 months warranty,Ships in 2 weeks,In Stock,[List],7 days return policy,1,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,5.02191E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-s8-plus-grey/thumbnail.webp
161,Samsung Galaxy Tab White,"The Samsung Galaxy Tab in White is a sleek and versatile Android tablet. With a vibrant display, long-lasting battery, and a range of features, it offers a great user experience for various tasks.",tablets,349.99,18.2,3.72,92,[List],Samsung,B09LD3TCYP,5,15.05,5.37,11.82,3 months warranty,Ships overnight,In Stock,[List],7 days return policy,5,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,3.47785E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-white/thumbnail.webp
162,Blue Frock,"The Blue Frock is a charming and stylish dress for various occasions. With a vibrant blue color and a comfortable design, it adds a touch of elegance to your wardrobe.",tops,29.99,12.13,4.17,52,[List],null,B08BF9DZ3F,5,24.25,5.91,8.79,Lifetime warranty,Ships in 2 weeks,In Stock,[List],60 days return policy,4,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,6.41044E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/tops/blue-frock/thumbnail.webp
163,Girl Summer Dress,"The Girl Summer Dress is a cute and breezy dress designed for warm weather. With playful patterns and lightweight fabric, it's perfect for keeping cool and stylish during the summer.",tops,19.99,19.2,4.77,43,[List],null,B09M72VK88,5,26.19,20.65,10.1,Lifetime warranty,Ships in 1 month,In Stock,[List],60 days return policy,46,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,6.27398E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/tops/girl-summer-dress/thumbnail.webp
164,Gray Dress,"The Gray Dress is a versatile and chic option for various occasions. With a neutral gray color, it can be dressed up or down, making it a wardrobe staple for any fashion-forward individual.",tops,34.99,14.28,2.72,55,[List],null,B0894XKVH3,1,11.91,25.72,18.55,1 month warranty,Ships in 1 month,In Stock,[List],90 days return policy,13,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,5.2011E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/tops/gray-dress/thumbnail.webp
165,Short Frock,"The Short Frock is a playful and trendy dress with a shorter length. Ideal for casual outings or special occasions, it combines style and comfort for a fashionable look.",tops,24.99,13.45,3.23,22,[List],null,B08PV1NB1B,10,24.29,6.79,28.12,1 year warranty,Ships in 1-2 business days,In Stock,[List],30 days return policy,5,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,2.02201E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/tops/short-frock/thumbnail.webp
166,Tartan Dress,"The Tartan Dress features a classic tartan pattern, bringing a timeless and sophisticated touch to your wardrobe. Perfect for fall and winter, it adds a hint of traditional charm.",tops,39.99,12.95,4.05,73,[List],null,B099NQQ79L,8,23.14,12.44,12.67,1 month warranty,Ships overnight,In Stock,[List],No return policy,1,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,3.38382E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/tops/tartan-dress/thumbnail.webp
167,300 Touring,"The 300 Touring is a stylish and comfortable sedan, known for its luxurious features and smooth performance.",vehicle,28999.99,3.98,4.05,54,[List],Chrysler,B09M75YGQF,9,19.2,26.17,17.28,3 year warranty,Ships in 2 weeks,In Stock,[List],30 days return policy,1,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,6.3378E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/vehicle/300-touring/thumbnail.webp
168,Charger SXT RWD,"The Charger SXT RWD is a powerful and sporty rear-wheel-drive sedan, offering a blend of performance and practicality.",vehicle,32999.99,8.23,2.58,57,[List],Dodge,B0986XSXR1,6,16.77,23.03,8.18,1 month warranty,Ships in 3-5 business days,In Stock,[List],No return policy,1,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,3.76499E+11,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/thumbnail.webp
169,Dodge Hornet GT Plus,"The Dodge Hornet GT Plus is a compact and agile hatchback, perfect for urban driving with a touch of sportiness.",vehicle,24999.99,2.63,2.65,82,[List],Dodge,B0986XRZ8X,8,19.89,9.8,17.8,1 year warranty,Ships in 1 month,In Stock,[List],60 days return policy,1,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,8.57852E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/thumbnail.webp
170,Durango SXT RWD,"The Durango SXT RWD is a spacious and versatile SUV, known for its strong performance and family-friendly features.",vehicle,36999.99,16.44,4.07,95,[List],Dodge,B09QJ4PXZ3,1,19.02,29.52,24.36,2 year warranty,Ships in 1 month,In Stock,[List],30 days return policy,1,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,7.53922E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/thumbnail.webp
171,Pacifica Touring,"The Pacifica Touring is a stylish and well-equipped minivan, offering comfort and convenience for family journeys.",vehicle,31999.99,14.76,3.62,53,[List],Chrysler,B0986XYHCY,9,7.11,15.51,18.1,1 month warranty,Ships overnight,In Stock,[List],60 days return policy,1,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,2.50074E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/thumbnail.webp
172,Blue Women's Handbag,"The Blue Women's Handbag is a stylish and spacious accessory for everyday use. With a vibrant blue color and multiple compartments, it combines fashion and functionality.",womens-bags,49.99,17.88,2.92,76,[List],Fashionista,B085HMWJ4R,7,14.12,11.89,25.69,1 year warranty,Ships in 1 week,In Stock,[List],7 days return policy,5,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,5.58998E+11,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-bags/blue-women's-handbag/thumbnail.webp
173,Heshe Women's Leather Bag,"The Heshe Women's Leather Bag is a luxurious and high-quality leather bag for the sophisticated woman. With a timeless design and durable craftsmanship, it's a versatile accessory.",womens-bags,129.99,3.87,4.92,99,[List],Heshe,B09RPRS8JL,3,28.66,20.56,6.62,5 year warranty,Ships overnight,In Stock,[List],90 days return policy,5,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,4.61626E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-bags/heshe-women's-leather-bag/thumbnail.webp
174,Prada Women Bag,"The Prada Women Bag is an iconic designer bag that exudes elegance and luxury. Crafted with precision and featuring the Prada logo, it's a statement piece for fashion enthusiasts.",womens-bags,599.99,14.09,2.71,75,[List],Prada,B099NPX9K3,4,21.84,22.19,13.41,3 year warranty,Ships in 1-2 business days,In Stock,[List],60 days return policy,1,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,9.61424E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-bags/prada-women-bag/thumbnail.webp
175,White Faux Leather Backpack,"The White Faux Leather Backpack is a trendy and practical backpack for the modern woman. With a sleek white design and ample storage space, it's perfect for both casual and on-the-go styles.",womens-bags,39.99,15.2,3.36,39,[List],Urban Chic,B099NQT8H8,7,14.31,23.29,28.91,2 year warranty,Ships in 1 week,In Stock,[List],90 days return policy,7,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,8.98356E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/thumbnail.webp
176,Women Handbag Black,"The Women Handbag in Black is a classic and versatile accessory that complements various outfits. With a timeless black color and functional design, it's a must-have in every woman's wardrobe.",womens-bags,59.99,11.63,2.89,11,[List],Elegance Collection,B091Q9Q34N,6,29.76,12.34,15.82,Lifetime warranty,Ships in 1 month,In Stock,[List],60 days return policy,9,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,4.28365E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-bags/women-handbag-black/thumbnail.webp
177,Black Women's Gown,"The Black Women's Gown is an elegant and timeless evening gown. With a sleek black design, it's perfect for formal events and special occasions, exuding sophistication and style.",womens-dresses,129.99,10.48,3.64,25,[List],null,B09B5922WD,2,7.86,9.02,25.82,Lifetime warranty,Ships in 1 week,In Stock,[List],No return policy,5,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,6.30346E+11,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/thumbnail.webp
178,Corset Leather With Skirt,"The Corset Leather With Skirt is a bold and edgy ensemble that combines a stylish corset with a matching skirt. Ideal for fashion-forward individuals, it makes a statement at any event.",womens-dresses,89.99,16.26,3.05,30,[List],null,B08KRYXSYH,1,6.01,12.6,11.62,2 year warranty,Ships overnight,In Stock,[List],30 days return policy,3,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,2.9315E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/thumbnail.webp
179,Corset With Black Skirt,The Corset With Black Skirt is a chic and versatile outfit that pairs a fashionable corset with a classic black skirt. It offers a trendy and coordinated look for various occasions.,womens-dresses,79.99,15.06,4.52,33,[List],null,B0894Y3VBB,7,17.56,28.42,23.95,1 month warranty,Ships in 1 week,In Stock,[List],No return policy,5,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,9.3367E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/thumbnail.webp
180,Dress Pea,"The Dress Pea is a stylish and comfortable dress with a pea pattern. Perfect for casual outings, it adds a playful and fun element to your wardrobe, making it a great choice for day-to-day wear.",womens-dresses,49.99,17.68,4.88,6,[List],null,B0794T8ZLN,1,28.51,20.99,12.58,2 year warranty,Ships overnight,Low Stock,[List],90 days return policy,6,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,8.14238E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/thumbnail.webp
181,Marni Red & Black Suit,"The Marni Red & Black Suit is a sophisticated and fashion-forward suit ensemble. With a combination of red and black tones, it showcases a modern design for a bold and confident look.",womens-dresses,179.99,19.02,4.48,62,[List],null,B08ZJ2CB3B,3,26.02,9.93,25.48,5 year warranty,Ships in 2 weeks,In Stock,[List],90 days return policy,2,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,7.47969E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-dresses/marni-red-&-black-suit/thumbnail.webp
182,Green Crystal Earring,"The Green Crystal Earring is a dazzling accessory that features a vibrant green crystal. With a classic design, it adds a touch of elegance to your ensemble, perfect for formal or special occasions.",womens-jewellery,29.99,15.24,3.96,54,[List],null,B0986ZVL6Y,2,14.61,22.92,12.52,5 year warranty,Ships in 3-5 business days,In Stock,[List],60 days return policy,15,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,1.68058E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-jewellery/green-crystal-earring/thumbnail.webp
183,Green Oval Earring,"The Green Oval Earring is a stylish and versatile accessory with a unique oval shape. Whether for casual or dressy occasions, its green hue and contemporary design make it a standout piece.",womens-jewellery,24.99,15.18,3.57,73,[List],null,B081X7JHBC,10,8.48,6.24,5.72,3 months warranty,Ships in 3-5 business days,In Stock,[List],60 days return policy,19,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,4.78256E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-jewellery/green-oval-earring/thumbnail.webp
184,Tropical Earring,"The Tropical Earring is a fun and playful accessory inspired by tropical elements. Featuring vibrant colors and a lively design, it's perfect for adding a touch of summer to your look.",womens-jewellery,19.99,0.76,4.4,1,[List],null,B09NQ47F17,3,14.99,15.76,16.09,3 year warranty,Ships in 1-2 business days,Low Stock,[List],7 days return policy,31,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,7.75938E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-jewellery/tropical-earring/thumbnail.webp
185,Black & Brown Slipper,"The Black & Brown Slipper is a comfortable and stylish choice for casual wear. Featuring a blend of black and brown colors, it adds a touch of sophistication to your relaxation.",womens-shoes,19.99,3.33,2.53,3,[List],Comfort Trends,B099S9DTR2,5,21.35,26.21,17,Lifetime warranty,Ships in 1 month,Low Stock,[List],60 days return policy,47,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,5.73215E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-shoes/black-&-brown-slipper/thumbnail.webp
186,Calvin Klein Heel Shoes,"Calvin Klein Heel Shoes are elegant and sophisticated, designed for formal occasions. With a classic design and high-quality materials, they complement your stylish ensemble.",womens-shoes,79.99,3.19,4.92,93,[List],Calvin Klein,B08YZ19332,6,29.12,20.94,20.65,2 year warranty,Ships in 1 week,In Stock,[List],60 days return policy,6,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,1.96444E+11,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-shoes/calvin-klein-heel-shoes/thumbnail.webp
187,Golden Shoes Woman,"The Golden Shoes for Women are a glamorous choice for special occasions. Featuring a golden hue and stylish design, they add a touch of luxury to your outfit.",womens-shoes,49.99,13.93,3.26,88,[List],Fashion Diva,B098119Y7R,4,16.38,20.06,8.8,6 months warranty,Ships in 2 weeks,In Stock,[List],7 days return policy,7,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,3.65073E+11,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-shoes/golden-shoes-woman/thumbnail.webp
188,Pampi Shoes,"Pampi Shoes offer a blend of comfort and style for everyday use. With a versatile design, they are suitable for various casual occasions, providing a trendy and relaxed look.",womens-shoes,29.99,14.14,3.05,49,[List],Pampi,B07K44CD3P,7,29.43,22.65,16.12,No warranty,Ships in 1 week,In Stock,[List],60 days return policy,12,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,9.68606E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-shoes/pampi-shoes/thumbnail.webp
189,Red Shoes,"The Red Shoes make a bold statement with their vibrant red color. Whether for a party or a casual outing, these shoes add a pop of color and style to your wardrobe.",womens-shoes,34.99,17.69,3.25,7,[List],Fashion Express,B09SDXTRS9,10,15.21,11.62,22.63,No warranty,Ships in 1 month,Low Stock,[List],60 days return policy,8,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,5.81776E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-shoes/red-shoes/thumbnail.webp
190,IWC Ingenieur Automatic Steel,"The IWC Ingenieur Automatic Steel watch is a durable and sophisticated timepiece. With a stainless steel case and automatic movement, it combines precision and style for watch enthusiasts.",womens-watches,4999.99,9.45,2.93,90,[List],IWC,B094FKN153,3,24.77,24.66,6.09,1 year warranty,Ships overnight,In Stock,[List],No return policy,1,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,7.43852E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-watches/iwc-ingenieur-automatic-steel/thumbnail.webp
191,Rolex Cellini Moonphase,"The Rolex Cellini Moonphase watch is a masterpiece of horology. Featuring a moon phase complication, it showcases the craftsmanship and elegance that Rolex is renowned for.",womens-watches,15999.99,4.11,3.83,52,[List],Rolex,B09RKFLLF1,10,12.5,20.63,25.04,1 month warranty,Ships in 1 week,In Stock,[List],30 days return policy,1,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,4.60836E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-watches/rolex-cellini-moonphase/thumbnail.webp
192,Rolex Datejust Women,"The Rolex Datejust Women's watch is an iconic timepiece designed for women. With a timeless design and a date complication, it offers both elegance and functionality.",womens-watches,10999.99,15.94,2.86,4,[List],Rolex,B07WP5HRMB,3,23.23,7.19,28.95,5 year warranty,Ships in 2 weeks,Low Stock,[List],No return policy,1,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,1.26561E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-watches/rolex-datejust-women/thumbnail.webp
193,Watch Gold for Women,"The Gold Women's Watch is a stunning accessory that combines luxury and style. Featuring a gold-plated case and a chic design, it adds a touch of glamour to any outfit.",womens-watches,799.99,18.34,4.24,0,[List],Fashion Gold,B08BF4GQ9V,1,18.85,28.59,7.21,2 year warranty,Ships in 1-2 business days,Out of Stock,[List],60 days return policy,1,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,8.33324E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-watches/watch-gold-for-women/thumbnail.webp
194,Women's Wrist Watch,"The Women's Wrist Watch is a versatile and fashionable timepiece for everyday wear. With a comfortable strap and a simple yet elegant design, it complements various styles.",womens-watches,129.99,12.6,3.52,12,[List],Fashion Co.,B082Z3MRPB,1,26.1,22.03,21.61,1 year warranty,Ships in 2 weeks,In Stock,[List],No return policy,5,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,2.09354E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/womens-watches/women's-wrist-watch/thumbnail.webp
